epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,1253.88,1.16827,0.67304,1.09379,0.88958,0.85659,0.92812,0.61485,1.21965,0.64441,1.13806,0.0089209,0.0089209,0.0089209
111,1264.62,1.17447,0.66925,1.09303,0.88718,0.85274,0.92743,0.61296,1.21772,0.63622,1.15434,0.008911,0.008911,0.008911
112,1275.48,1.16547,0.67117,1.09365,0.89925,0.84494,0.92943,0.60853,1.23236,0.63128,1.15803,0.0089011,0.0089011,0.0089011
113,1286.05,1.16134,0.66489,1.08266,0.89843,0.84361,0.93011,0.61878,1.20938,0.62991,1.14575,0.0088912,0.0088912,0.0088912
114,1296.89,1.15643,0.66429,1.0855,0.89275,0.84683,0.93051,0.61907,1.20484,0.62685,1.14177,0.0088813,0.0088813,0.0088813
115,1307.76,1.1523,0.6542,1.08789,0.88837,0.86302,0.93497,0.62045,1.20573,0.63231,1.15426,0.0088714,0.0088714,0.0088714
116,1318.41,1.1579,0.6586,1.08514,0.88835,0.85719,0.93016,0.61307,1.22703,0.63703,1.16527,0.0088615,0.0088615,0.0088615
117,1329.15,1.16041,0.65542,1.08547,0.88681,0.8527,0.92897,0.60915,1.24144,0.63227,1.17309,0.0088516,0.0088516,0.0088516
118,1340,1.15586,0.65409,1.089,0.88885,0.83892,0.92536,0.6142,1.22607,0.63208,1.15678,0.0088417,0.0088417,0.0088417
119,1350.72,1.14902,0.65667,1.08433,0.90784,0.84564,0.93126,0.61745,1.22159,0.62515,1.15736,0.0088318,0.0088318,0.0088318
120,1361.47,1.15936,0.66296,1.09179,0.90213,0.83787,0.92491,0.62215,1.20864,0.63157,1.14902,0.0088219,0.0088219,0.0088219
121,1372.01,1.14235,0.66731,1.08113,0.89773,0.84958,0.93057,0.61673,1.22106,0.62689,1.15963,0.008812,0.008812,0.008812
122,1382.58,1.14698,0.66341,1.08362,0.90175,0.8364,0.92724,0.61754,1.2031,0.62502,1.13631,0.0088021,0.0088021,0.0088021
123,1393.32,1.14926,0.65134,1.08009,0.89605,0.85306,0.93218,0.62008,1.21309,0.6108,1.13547,0.0087922,0.0087922,0.0087922
124,1404.9,1.14902,0.64951,1.08186,0.88811,0.85229,0.9294,0.61961,1.21524,0.63093,1.14981,0.0087823,0.0087823,0.0087823
125,1427.91,1.14087,0.65071,1.08203,0.88517,0.86718,0.93349,0.61838,1.22318,0.63811,1.15305,0.0087724,0.0087724,0.0087724
126,1443.81,1.14809,0.64465,1.07924,0.89662,0.84553,0.93116,0.62544,1.21156,0.62402,1.13735,0.0087625,0.0087625,0.0087625
127,1455.05,1.1473,0.64419,1.07929,0.89986,0.84435,0.92856,0.62021,1.21005,0.63005,1.1496,0.0087526,0.0087526,0.0087526
128,1466.11,1.14332,0.64715,1.08283,0.8915,0.85909,0.93565,0.6188,1.22138,0.61375,1.15144,0.0087427,0.0087427,0.0087427
129,1476.76,1.14619,0.64378,1.07981,0.89501,0.84705,0.93148,0.61843,1.22151,0.62117,1.16188,0.0087328,0.0087328,0.0087328
130,1487.64,1.13984,0.64488,1.07478,0.89722,0.85376,0.93412,0.61759,1.23711,0.60935,1.16928,0.0087229,0.0087229,0.0087229
131,1498.89,1.1466,0.64186,1.07565,0.90054,0.84432,0.92874,0.62278,1.20887,0.60512,1.14744,0.008713,0.008713,0.008713
132,1509.85,1.13482,0.63797,1.07752,0.89317,0.84465,0.92714,0.61821,1.21146,0.6216,1.14618,0.0087031,0.0087031,0.0087031
133,1520.9,1.13378,0.6453,1.07862,0.90066,0.84229,0.9253,0.61549,1.23125,0.61194,1.17312,0.0086932,0.0086932,0.0086932
134,1531.83,1.14624,0.6424,1.07392,0.8966,0.85482,0.92889,0.61442,1.23761,0.61108,1.15251,0.0086833,0.0086833,0.0086833
135,1542.77,1.143,0.6396,1.08255,0.89448,0.84105,0.92697,0.6241,1.21384,0.62982,1.14225,0.0086734,0.0086734,0.0086734
136,1553.67,1.13871,0.64191,1.07473,0.89539,0.84962,0.92813,0.62166,1.20242,0.61951,1.14626,0.0086635,0.0086635,0.0086635
137,1564.28,1.1372,0.6363,1.0764,0.90645,0.8522,0.93171,0.62247,1.22306,0.6099,1.14897,0.0086536,0.0086536,0.0086536
138,1574.75,1.1228,0.63285,1.06592,0.89214,0.85765,0.93385,0.62509,1.21253,0.60701,1.14119,0.0086437,0.0086437,0.0086437
139,1585.25,1.11833,0.62777,1.07427,0.88809,0.86012,0.93347,0.61911,1.23049,0.60674,1.15454,0.0086338,0.0086338,0.0086338
140,1595.7,1.13189,0.63876,1.0698,0.89292,0.84832,0.93055,0.6241,1.21313,0.62573,1.15121,0.0086239,0.0086239,0.0086239
141,1606.51,1.12879,0.63705,1.07121,0.88429,0.86047,0.93275,0.61295,1.23949,0.61878,1.16605,0.008614,0.008614,0.008614
142,1616.91,1.12096,0.62872,1.0701,0.89567,0.85211,0.92796,0.62152,1.21685,0.63052,1.13972,0.0086041,0.0086041,0.0086041
143,1627.43,1.1255,0.63151,1.06698,0.89081,0.85878,0.934,0.62541,1.21783,0.60723,1.14335,0.0085942,0.0085942,0.0085942
144,1637.84,1.13997,0.63971,1.07764,0.89735,0.85536,0.93493,0.61897,1.21907,0.61483,1.15714,0.0085843,0.0085843,0.0085843
145,1648.36,1.1156,0.62141,1.06784,0.90072,0.8364,0.92982,0.62561,1.20517,0.61351,1.14456,0.0085744,0.0085744,0.0085744
146,1658.9,1.14158,0.63538,1.07238,0.90617,0.84316,0.93347,0.6257,1.20822,0.59965,1.14082,0.0085645,0.0085645,0.0085645
147,1669.48,1.13161,0.64026,1.07086,0.89231,0.85467,0.92985,0.62114,1.20647,0.62207,1.14622,0.0085546,0.0085546,0.0085546
148,1679.95,1.13267,0.63983,1.07418,0.9097,0.84336,0.93064,0.61853,1.22871,0.60324,1.16417,0.0085447,0.0085447,0.0085447
149,1690.51,1.12108,0.62474,1.06379,0.89775,0.86365,0.93383,0.62215,1.22499,0.60657,1.15904,0.0085348,0.0085348,0.0085348
150,1701.03,1.13151,0.62911,1.07212,0.89407,0.86365,0.93136,0.61004,1.24545,0.60772,1.16914,0.0085249,0.0085249,0.0085249
151,1711.51,1.11026,0.62206,1.06235,0.89105,0.84988,0.92547,0.60738,1.24419,0.62657,1.17619,0.008515,0.008515,0.008515
152,1722.06,1.12555,0.62424,1.06635,0.92327,0.84316,0.93754,0.62934,1.22208,0.60294,1.14669,0.0085051,0.0085051,0.0085051
153,1732.49,1.1159,0.62376,1.0585,0.90103,0.85539,0.93065,0.61801,1.23168,0.61518,1.1618,0.0084952,0.0084952,0.0084952
154,1743.1,1.12365,0.62677,1.06921,0.90514,0.85164,0.93349,0.62511,1.21074,0.60611,1.13883,0.0084853,0.0084853,0.0084853
155,1753.6,1.11028,0.61671,1.06371,0.87933,0.85517,0.92873,0.61118,1.24726,0.60849,1.1818,0.0084754,0.0084754,0.0084754
156,1764.07,1.11623,0.62051,1.07209,0.89837,0.85235,0.93037,0.62103,1.21555,0.6095,1.15569,0.0084655,0.0084655,0.0084655
157,1774.54,1.11409,0.62468,1.06757,0.9038,0.85729,0.93277,0.62049,1.22495,0.60211,1.15594,0.0084556,0.0084556,0.0084556
158,1784.91,1.11374,0.6187,1.06137,0.90028,0.84422,0.92619,0.60739,1.2645,0.61984,1.17133,0.0084457,0.0084457,0.0084457
159,1795.43,1.10659,0.61538,1.06527,0.8991,0.84564,0.93073,0.61341,1.23564,0.61037,1.16564,0.0084358,0.0084358,0.0084358
160,1805.9,1.11953,0.62087,1.05613,0.89028,0.86083,0.93214,0.61457,1.24302,0.62413,1.16874,0.0084259,0.0084259,0.0084259
161,1816.43,1.10667,0.61426,1.06466,0.90375,0.85482,0.93471,0.62035,1.22274,0.60368,1.1498,0.008416,0.008416,0.008416
162,1827.59,1.12564,0.62289,1.06996,0.90892,0.8474,0.93313,0.62287,1.21929,0.60761,1.15185,0.0084061,0.0084061,0.0084061
163,1838.04,1.11404,0.62394,1.0624,0.88371,0.85363,0.92899,0.6139,1.23882,0.61035,1.14894,0.0083962,0.0083962,0.0083962
164,1849.35,1.11741,0.61461,1.06304,0.88183,0.84618,0.92346,0.60203,1.26505,0.63007,1.19246,0.0083863,0.0083863,0.0083863
165,1868.96,1.10739,0.61489,1.06186,0.89351,0.86546,0.93799,0.61645,1.2409,0.59954,1.15781,0.0083764,0.0083764,0.0083764
166,1883.71,1.10603,0.60903,1.06067,0.88674,0.87743,0.93697,0.62156,1.22813,0.59318,1.16091,0.0083665,0.0083665,0.0083665
167,1901.04,1.10196,0.6077,1.0639,0.8997,0.83716,0.92843,0.61604,1.237,0.61125,1.17103,0.0083566,0.0083566,0.0083566
168,1911.99,1.10492,0.60783,1.05759,0.89853,0.8414,0.93223,0.61838,1.22972,0.60496,1.151,0.0083467,0.0083467,0.0083467
169,1925.8,1.09481,0.60224,1.05998,0.89209,0.86148,0.93645,0.62349,1.22591,0.60378,1.1533,0.0083368,0.0083368,0.0083368
170,1948.87,1.11222,0.61379,1.05797,0.88232,0.87001,0.93275,0.61875,1.23109,0.60529,1.167,0.0083269,0.0083269,0.0083269
171,1961.66,1.09472,0.59934,1.05876,0.90752,0.84228,0.92898,0.62496,1.21935,0.6021,1.15357,0.008317,0.008317,0.008317
172,1972.26,1.10464,0.60637,1.06027,0.8952,0.85388,0.93275,0.61796,1.23287,0.61053,1.16194,0.0083071,0.0083071,0.0083071
173,1982.67,1.1076,0.60955,1.06652,0.89528,0.85165,0.93067,0.61801,1.2425,0.60273,1.16799,0.0082972,0.0082972,0.0082972
174,1993.18,1.0978,0.59963,1.0494,0.90189,0.8443,0.93019,0.61771,1.23845,0.60176,1.1725,0.0082873,0.0082873,0.0082873
175,2003.59,1.09873,0.60516,1.0527,0.90835,0.84705,0.93151,0.62103,1.23088,0.60029,1.164,0.0082774,0.0082774,0.0082774
176,2014.1,1.10799,0.60407,1.05601,0.90915,0.84776,0.93325,0.62715,1.2256,0.60737,1.15994,0.0082675,0.0082675,0.0082675
177,2024.71,1.10427,0.60685,1.0592,0.90328,0.84778,0.92979,0.62023,1.22329,0.61275,1.1515,0.0082576,0.0082576,0.0082576
178,2035.18,1.08559,0.59339,1.05184,0.88468,0.8474,0.92492,0.62151,1.22568,0.61153,1.15847,0.0082477,0.0082477,0.0082477
179,2045.63,1.08659,0.59927,1.05183,0.87854,0.8585,0.92899,0.6146,1.23858,0.61602,1.17848,0.0082378,0.0082378,0.0082378
180,2056.12,1.08449,0.59546,1.0442,0.89196,0.85156,0.93221,0.61958,1.23143,0.60634,1.16185,0.0082279,0.0082279,0.0082279
